dataset,Province,factor,cost_change_pct,cost_change_label,n,mean_roi,median_roi,roi_gt_003_ratio,roi_gt_003_count,baseline_mean_roi,delta_mean_roi_vs_base
poverty,四川省,1.0,0,0%,66,0.041366841200336804,0.04440909422671302,0.5909090909090909,39,0.041366841200336804,0.0
poverty,四川省,1.1,10,10%,66,0.04019171225383079,0.043207242674597836,0.5909090909090909,39,0.041366841200336804,-0.001175128946506017
poverty,四川省,1.2,20,20%,66,0.03904751871582676,0.04203560696804125,0.5909090909090909,39,0.041366841200336804,-0.002319322484510042
poverty,四川省,1.3,30,30%,66,0.03793301976124675,0.040893061737663085,0.5909090909090909,39,0.041366841200336804,-0.0034338214390900526
poverty,宁夏回族自治区,0.7,-30,-30%,8,0.0193548330582494,0.018584807043646737,0.0,0,0.015057784448784592,0.004297048609464808
poverty,宁夏回族自治区,0.8,-20,-20%,8,0.017860627801138028,0.017126372148720086,0.0,0,0.015057784448784592,0.0028028433523534357
poverty,宁夏回族自治区,0.9,-10,-10%,8,0.016429588571786675,0.0157286819159783,0.0,0,0.015057784448784592,0.0013718041230020833
poverty,宁夏回族自治区,1.0,0,0%,8,0.015057784448784592,0.01438801811404166,0.0,0,0.015057784448784592,0.0
poverty,宁夏回族自治区,1.1,10,10%,8,0.013741604709568834,0.0131009599492833,0.0,0,0.015057784448784592,-0.0013161797392157587
poverty,宁夏回族自治区,1.2,20,20%,8,0.012477726815343882,0.01186435490309431,0.0,0,0.015057784448784592,-0.00258005763344071
poverty,宁夏回族自治区,1.3,30,30%,8,0.011263088169013072,0.01067529293478712,0.0,0,0.015057784448784592,-0.0037946962797715204
poverty,安徽省,0.7,-30,-30%,20,0.04122261253850061,0.040905851318055096,1.0,20,0.03947613128972272,0.0017464812487778883
poverty,安徽省,0.8,-20,-20%,20,0.040632920205014286,0.04032065344493858,1.0,20,0.03947613128972272,0.0011567889152915636
poverty,安徽省,0.9,-10,-10%,20,0.040050808233925886,0.03974294169446274,1.0,20,0.03947613128972272,0.0005746769442031632
poverty,安徽省,1.0,0,0%,20,0.03947613128972272,0.03917257333064658,1.0,20,0.03947613128972272,0.0
poverty,安徽省,1.1,10,10%,20,0.03890874773119518,0.038609409223273446,1.0,20,0.03947613128972272,-0.0005673835585275414
poverty,安徽省,1.2,20,20%,20,0.03834851949471343,0.03805331373474552,1.0,20,0.03947613128972272,-0.001127611795009295
poverty,安徽省,1.3,30,30%,20,0.03779531198190493,0.0375041546111723,1.0,20,0.03947613128972272,-0.0016808193078177922
poverty,山西省,0.7,-30,-30%,35,0.04627672021324847,0.047252039828046086,1.0,35,0.04188573614387601,0.00439098406937246
poverty,山西省,0.8,-20,-20%,35,0.04476705025706313,0.045715722083170235,1.0,35,0.04188573614387601,0.0028813141131871223
poverty,山西省,0.9,-10,-10%,35,0.043304102405531175,0.04422718875887208,0.9714285714285714,34,0.04188573614387601,0.001418366261655167
poverty,山西省,1.0,0,0%,35,0.04188573614387601,0.042784244620937356,0.9714285714285714,34,0.04188573614387601,0.0
poverty,山西省,1.1,10,10%,35,0.04050994000084326,0.04138482687357316,0.9714285714285714,34,0.04188573614387601,-0.0013757961430327509
poverty,山西省,1.2,20,20%,35,0.03917482195091599,0.04002699532029814,0.9714285714285714,34,0.04188573614387601,-0.002710914192960018
poverty,山西省,1.3,30,30%,35,0.03787860066204431,0.03870892338915046,0.9714285714285714,34,0.04188573614387601,-0.0040071354818317015
poverty,广东省,0.7,-30,-30%,1,0.04169238112987085,0.04169238112987085,1.0,1,0.03873973393567919,0.0029526471941916585
poverty,广东省,0.8,-20,-20%,1,0.04068657293381901,0.04068657293381901,1.0,1,0.03873973393567919,0.0019468389981398201
poverty,广东省,0.9,-10,-10%,1,0.039702591488313246,0.039702591488313246,1.0,1,0.03873973393567919,0.0009628575526340541
poverty,广东省,1.0,0,0%,1,0.03873973393567919,0.03873973393567919,1.0,1,0.03873973393567919,0.0
poverty,广东省,1.1,10,10%,1,0.03779732727534141,0.03779732727534141,1.0,1,0.03873973393567919,-0.0009424066603377843
poverty,广东省,1.2,20,20%,1,0.036874726795086896,0.036874726795086896,1.0,1,0.03873973393567919,-0.0018650071405922966
poverty,广东省,1.3,30,30%,1,0.035971314600208595,0.035971314600208595,1.0,1,0.03873973393567919,-0.002768419335470597
poverty,广西壮族自治区,0.7,-30,-30%,32,0.033684596888669725,0.034337849009041965,0.78125,25,0.031030180847433895,0.0026544160412358304
poverty,广西壮族自治区,0.8,-20,-20%,32,0.03278064230170511,0.0334214907427027,0.75,24,0.031030180847433895,0.0017504614542712162
poverty,广西壮族自治区,0.9,-10,-10%,32,0.031896042313304736,0.03252483151300335,0.6875,22,0.031030180847433895,0.0008658614658708409
poverty,广西壮族自治区,1.0,0,0%,32,0.031030180847433895,0.03164724286664151,0.59375,19,0.031030180847433895,0.0
poverty,广西壮族自治区,1.1,10,10%,32,0.03018246774351559,0.030788122801550247,0.5625,18,0.031030180847433895,-0.0008477131039183045
poverty,广西壮族自治区,1.2,20,20%,32,0.029352337405779524,0.029946894389742098,0.5,16,0.031030180847433895,-0.001677843441654371
poverty,广西壮族自治区,1.3,30,30%,32,0.028539247536339327,0.02912300448530634,0.40625,13,0.031030180847433895,-0.0024909333110945675
poverty,新疆维吾尔自治区,0.7,-30,-30%,32,0.022033213059580486,0.020696525351224373,0.0625,2,0.019555025974490638,0.002478187085089848
poverty,新疆维吾尔自治区,0.8,-20,-20%,32,0.021187698781327015,0.019884374198454256,0.03125,1,0.019555025974490638,0.0016326728068363772
poverty,新疆维吾尔自治区,0.9,-10,-10%,32,0.02036186350053829,0.019090670876368197,0.03125,1,0.019555025974490638,0.0008068375260476511
poverty,新疆维吾尔自治区,1.0,0,0%,32,0.019555025974490638,0.01831479388564029,0.0,0,0.019555025974490638,0.0
poverty,新疆维吾尔自治区,1.1,10,10%,32,0.018766536143721153,0.017556149334323673,0.0,0,0.019555025974490638,-0.0007884898307694843
poverty,新疆维吾尔自治区,1.2,20,20%,32,0.017995773362391367,0.01681416942176511,0.0,0,0.019555025974490638,-0.0015592526120992711
poverty,新疆维吾尔自治区,1.3,30,30%,32,0.017242144748188838,0.016088311021342876,0.0,0,0.019555025974490638,-0.0023128812263017995
poverty,江西省,0.7,-30,-30%,24,0.043065533507461014,0.04382340476557859,1.0,24,0.04137716883595669,0.0016883646715043221
poverty,江西省,0.8,-20,-20%,24,0.042495850207331126,0.04324487146953607,1.0,24,0.04137716883595669,0.0011186813713744345
poverty,江西省,0.9,-10,-10%,24,0.04193310399473283,0.04267342914622541,1.0,24,0.04137716883595669,0.0005559351587761385
poverty,江西省,1.0,0,0%,24,0.04137716883595669,0.04210894822067181,1.0,24,0.04137716883595669,0.0
poverty,江西省,1.1,10,10%,24,0.04082792173408591,0.04155130225579174,1.0,24,0.04137716883595669,-0.0005492471018707784
poverty,江西省,1.2,20,20%,24,0.040285242638017756,0.04100036785797763,1.0,24,0.04137716883595669,-0.001091926197938936
poverty,江西省,1.3,30,30%,24,0.039749014354738266,0.04045602458607078,1.0,24,0.04137716883595669,-0.001628154481218426
poverty,河北省,0.7,-30,-30%,45,0.051654061512446545,0.0470518060998272,1.0,45,0.04721035401697925,0.004443707495467297
poverty,河北省,0.8,-20,-20%,45,0.05012803014896533,0.045670045046584416,1.0,45,0.04721035401697925,0.0029176761319860828
poverty,河北省,0.9,-10,-10%,45,0.04864746645484249,0.04432707693082179,1.0,45,0.04721035401697925,0.001437112437863243
poverty,河北省,1.0,0,0%,45,0.04721035401697925,0.04302129070027567,1.0,45,0.04721035401697925,0.0
poverty,河北省,1.1,10,10%,45,0.04581479472296495,0.0417511632929315,1.0,45,0.04721035401697925,-0.0013955592940142966
poverty,河北省,1.2,20,20%,45,0.04445900015473863,0.04051525371077786,1.0,45,0.04721035401697925,-0.0027513538622406172
poverty,河北省,1.3,30,30%,45,0.043141283727405284,0.03931219756616196,1.0,45,0.04721035401697925,-0.004069070289573963
poverty,河南省,0.7,-30,-30%,38,0.028554885807946774,0.028387941509336115,0.39473684210526316,15,0.024488511863101987,0.004066373944844787
poverty,河南省,0.8,-20,-20%,38,0.027150940030446706,0.02699101911306259,0.07894736842105263,3,0.024488511863101987,0.0026624281673447193
poverty,河南省,0.9,-10,-10%,38,0.025796334732756915,0.02564301362614205,0.02631578947368421,1,0.024488511863101987,0.001307822869654928
poverty,河南省,1.0,0,0%,38,0.024488511863101987,0.0243413998030443,0.0,0,0.024488511863101987,0.0
poverty,河南省,1.1,10,10%,38,0.023225087321034236,0.02308382327457891,0.0,0,0.024488511863101987,-0.001263424542067751
poverty,河南省,1.2,20,20%,38,0.02200383640825675,0.021868086334778422,0.0,0,0.024488511863101987,-0.0024846754548452366
poverty,河南省,1.3,30,30%,38,0.020822680716648338,0.020692135123240498,0.0,0,0.024488511863101987,-0.003665831146453649
poverty,海南省,0.7,-30,-30%,5,0.05435575587968422,0.05428782078961066,1.0,5,0.050349599581072726,0.0040061562986114935
poverty,海南省,0.8,-20,-20%,5,0.05298528788874708,0.05291945629842153,1.0,5,0.050349599581072726,0.0026356883076743554
poverty,海南省,0.9,-10,-10%,5,0.05165035742295841,0.05158653547531052,1.0,5,0.050349599581072726,0.0013007578418856858
poverty,海南省,1.0,0,0%,5,0.050349599581072726,0.0502876988231266,1.0,5,0.050349599581072726,0.0
poverty,海南省,1.1,10,10%,5,0.04908171848988804,0.04902165549450603,1.0,5,0.050349599581072726,-0.0012678810911846833
poverty,海南省,1.2,20,20%,5,0.04784548299405119,0.04778717901267974,1.0,5,0.050349599581072726,-0.0025041165870215362
poverty,海南省,1.3,30,30%,5,0.04663972266490683,0.04658310330842469,1.0,5,0.050349599581072726,-0.003709876916165894
poverty,湖北省,0.7,-30,-30%,28,0.03964434143131462,0.042507406703258824,0.8571428571428571,24,0.03807444074278029,0.0015699006885343328
poverty,湖北省,0.8,-20,-20%,28,0.039114821171629253,0.041947353260106714,0.8214285714285714,23,0.03807444074278029,0.0010403804288489638
poverty,湖北省,0.9,-10,-10%,28,0.03859155789774441,0.04139404036660748,0.7857142857142857,22,0.03807444074278029,0.0005171171549641224
poverty,湖北省,1.0,0,0%,28,0.03807444074278029,0.04084734706020853,0.7857142857142857,22,0.03807444074278029,0.0
poverty,湖北省,1.1,10,10%,28,0.03756336145695259,0.040307155255486074,0.7857142857142857,22,0.03807444074278029,-0.0005110792858276994
poverty,湖北省,1.2,20,20%,28,0.03705821433044968,0.039773349659108365,0.7857142857142857,22,0.03807444074278029,-0.0010162264123306092
poverty,湖北省,1.3,30,30%,28,0.03655889611903239,0.03924581768779713,0.7857142857142857,22,0.03807444074278029,-0.0015155446237479012
poverty,湖南省,0.7,-30,-30%,39,0.02791928830332007,0.027120716708216724,0.23076923076923078,9,0.02667162576029452,0.0012476625430255517
poverty,湖南省,0.8,-20,-20%,39,0.02749890474220825,0.026709660251168575,0.20512820512820512,8,0.02667162576029452,0.0008272789819137316
poverty,湖南省,0.9,-10,-10%,39,0.027083041446528212,0.026302962456485134,0.20512820512820512,8,0.02667162576029452,0.0004114156862336932
poverty,湖南省,1.0,0,0%,39,0.02667162576029452,0.02590055436376352,0.20512820512820512,8,0.02667162576029452,0.0
poverty,湖南省,1.1,10,10%,39,0.026264586579281594,0.025502368459708203,0.1794871794871795,7,0.02667162576029452,-0.0004070391810129248
poverty,湖南省,1.2,20,20%,39,0.025861854309737805,0.02510833864037019,0.15384615384615385,6,0.02667162576029452,-0.0008097714505567143
poverty,湖南省,1.3,30,30%,39,0.025463360828413176,0.02471840017456271,0.10256410256410256,4,0.02667162576029452,-0.0012082649318813435
poverty,甘肃省,0.7,-30,-30%,59,0.027247705892172094,0.028669883324749096,0.4576271186440678,27,0.02271159636825496,0.004536109523917135
poverty,甘肃省,0.8,-20,-20%,59,0.02567360514814884,0.02705125185437355,0.2711864406779661,16,0.02271159636825496,0.0029620087798938807
poverty,甘肃省,0.9,-10,-10%,59,0.024162824852770406,0.025497884210177253,0.1694915254237288,10,0.02271159636825496,0.0014512284845154474
poverty,甘肃省,1.0,0,0%,59,0.02271159636825496,0.02400591120292287,0.1016949152542373,6,0.02271159636825496,0.0
poverty,甘肃省,1.1,10,10%,59,0.021316445884567416,0.02257176356474507,0.03389830508474576,2,0.02271159636825496,-0.0013951504836875427
poverty,甘肃省,1.2,20,20%,59,0.019974166008173276,0.02119214344098566,0.0,0,0.02271159636825496,-0.0027374303600816823
poverty,甘肃省,1.3,30,30%,59,0.018681790587417223,0.019863999073079557,0.0,0,0.02271159636825496,-0.004029805780837736
poverty,西藏自治区,0.7,-30,-30%,72,0.027589919590302242,0.03020581426183264,0.5277777777777778,38,0.02201564720598515,0.005574272384317094
poverty,西藏自治区,0.8,-20,-20%,72,0.025637409985850155,0.028145196501305314,0.4027777777777778,29,0.02201564720598515,0.0036217627798650065
poverty,西藏自治区,0.9,-10,-10%,72,0.02378167834209741,0.02618780805938943,0.2638888888888889,19,0.02201564720598515,0.0017660311361122616
poverty,西藏自治区,1.0,0,0%,72,0.02201564720598515,0.024326081365423864,0.09722222222222222,7,0.02201564720598515,0.0
poverty,西藏自治区,1.1,10,10%,72,0.020332917315697956,0.02255317089419688,0.0,0,0.02201564720598515,-0.001682729890287192
poverty,西藏自治区,1.2,20,20%,72,0.018727687819734336,0.0208628690563382,0.0,0,0.02201564720598515,-0.0032879593862508126
poverty,西藏自治区,1.3,30,30%,72,0.017194687552127705,0.019249533578357736,0.0,0,0.02201564720598515,-0.0048209596538574435
poverty,贵州省,0.7,-30,-30%,66,0.015835468577218893,0.014441023004234659,0.015151515151515152,1,0.013858656244616747,0.001976812332602145
poverty,贵州省,0.8,-20,-20%,66,0.015162992940857248,0.01380011496963307,0.015151515151515152,1,0.013858656244616747,0.0013043366962405007
poverty,贵州省,0.9,-10,-10%,66,0.014504193988230952,0.013171829889719577,0.015151515151515152,1,0.013858656244616747,0.0006455377436142048
poverty,贵州省,1.0,0,0%,66,0.013858656244616747,0.012555798479441552,0.015151515151515152,1,0.013858656244616747,0.0
poverty,贵州省,1.1,10,10%,66,0.013225980997161591,0.011951665719233683,0.0,0,0.013858656244616747,-0.0006326752474551563
poverty,贵州省,1.2,20,20%,66,0.012605785452736802,0.011359090172761852,0.0,0,0.013858656244616747,-0.001252870791879945
poverty,贵州省,1.3,30,30%,66,0.011997701946386838,0.010777743343451211,0.0,0,0.013858656244616747,-0.0018609542982299093
poverty,重庆市,0.7,-30,-30%,14,0.024506303671677505,0.023458463929167013,0.21428571428571427,3,0.02335672033752911,0.0011495833341483956
poverty,重庆市,0.8,-20,-20%,14,0.024119109864563688,0.02308343243022808,0.21428571428571427,3,0.02335672033752911,0.0007623895270345779
poverty,重庆市,0.9,-10,-10%,14,0.023735936268301967,0.02271221279232206,0.21428571428571427,3,0.02335672033752911,0.0003792159307728568
poverty,重庆市,1.0,0,0%,14,0.02335672033752911,0.02234474716346355,0.21428571428571427,3,0.02335672033752911,0.0
poverty,重庆市,1.1,10,10%,14,0.0229814008228183,0.021980978857042435,0.0,0,0.02335672033752911,-0.0003753195147108111
poverty,重庆市,1.2,20,20%,14,0.022609917737155965,0.021620852322612176,0.0,0,0.02335672033752911,-0.0007468026003731448
poverty,重庆市,1.3,30,30%,14,0.022242212323457824,0.021264313117552735,0.0,0,0.02335672033752911,-0.001114508014071286
poverty,陕西省,0.7,-30,-30%,56,0.029518622238451024,0.02872884018679932,0.4642857142857143,26,0.026482060282710492,0.003036561955740532
poverty,陕西省,0.8,-20,-20%,56,0.02847956922990611,0.027726432897693158,0.44642857142857145,25,0.026482060282710492,0.001997508947195619
poverty,陕西省,0.9,-10,-10%,56,0.027467739130629606,0.02674923082680645,0.4107142857142857,23,0.026482060282710492,0.0009856788479191136
poverty,陕西省,1.0,0,0%,56,0.026482060282710492,0.025796295110577922,0.39285714285714285,22,0.026482060282710492,0.0
poverty,陕西省,1.1,10,10%,56,0.025521517315616343,0.024866732942345485,0.3392857142857143,19,0.026482060282710492,-0.0009605429670941495
poverty,陕西省,1.2,20,20%,56,0.02458514745227617,0.023959694782349664,0.30357142857142855,17,0.026482060282710492,-0.0018969128304343226
poverty,陕西省,1.3,30,30%,56,0.02367203710560353,0.023074371768121524,0.23214285714285715,13,0.026482060282710492,-0.002810023177106963
poverty,青海省,0.7,-30,-30%,42,0.016522992387585356,0.016015283401550937,0.0,0,0.012044333606480166,0.004478658781105191
poverty,青海省,0.8,-20,-20%,42,0.014959802568820983,0.014478792854994538,0.0,0,0.012044333606480166,0.0029154689623408173
poverty,青海省,0.9,-10,-10%,42,0.013468536933387707,0.013012198892844136,0.0,0,0.012044333606480166,0.0014242033269075416
poverty,青海省,1.0,0,0%,42,0.012044333606480166,0.011610838052625465,0.0,0,0.012044333606480166,0.0
poverty,青海省,1.1,10,10%,42,0.010682760069836164,0.010270452706998869,0.0,0,0.012044333606480166,-0.0013615735366440014
poverty,青海省,1.2,20,20%,42,0.009379766704479667,0.008987147856557746,0.0,0,0.012044333606480166,-0.0026645669020004988
poverty,青海省,1.3,30,30%,42,0.008131646248242225,0.007757353327630703,0.0,0,0.012044333606480166,-0.003912687358237941
poverty,黑龙江省,0.7,-30,-30%,21,0.06167371520095667,0.06183579653202046,1.0,21,0.056441621489831666,0.005232093711125006
poverty,黑龙江省,0.8,-20,-20%,21,0.05987337276675611,0.060032907677742456,1.0,21,0.056441621489831666,0.0034317512769244454
poverty,黑龙江省,0.9,-10,-10%,21,0.05813023740128766,0.05828722483935295,1.0,21,0.056441621489831666,0.0016886159114559915
poverty,黑龙江省,1.0,0,0%,21,0.056441621489831666,0.05659606780162307,1.0,21,0.056441621489831666,0.0
poverty,黑龙江省,1.1,10,10%,21,0.0548050033855423,0.054956921205899144,1.0,21,0.056441621489831666,-0.0016366181042893682
poverty,黑龙江省,1.2,20,20%,21,0.053218014777797355,0.05336742206691532,1.0,21,0.056441621489831666,-0.0032236067120343104
poverty,黑龙江省,1.3,30,30%,21,0.05167842919821003,0.05182534840697907,1.0,21,0.056441621489831666,-0.004763192291621636
